Gene	
"Per2"	1.06585028663225
"Bcl2l1"	0.411697631391883
"Slc45a3"	0.31867571591026
"Tmprss2"	0.318226314695966
"Eya1"	0.315271038801633
"Spint1"	0.262303901274654
"Pparg"	0.260656510668842
"Ccnd2"	0.246096180047744
"Igfbp3"	0.243073028631031
"Max"	0.238720048371186
"Myc"	0.238285106473921
"Gadd45b"	0.219487450260975
"Jup"	0.215570997070147
"Il1r2"	-0.196262043798581
"Dot1l"	-0.196496967619688
"Fus"	-0.198594645677722
"Runx1t1"	-0.200582391697943
"Rara"	-0.202416290961103
"Lmo2"	-0.210267928467084
"Flt1"	-0.210843885747819
"Nupr1"	-0.212465069532715
"Zbtb16"	-0.221923924025067
"Ddx5"	-0.23908122328429
"Gria3"	-0.247550189606282
"Sp1"	-0.248930357111297
"Plat"	-0.253915630016146
"Csf1r"	-0.277783768640269
"Hist2h3c2"	-0.285937618997552
"Fcgr1"	-0.318384415173196
"Cdkn1a"	-0.395346685717197
"Bcl6"	-0.469837852806214
"Runx2"	-0.473930276510981
"Hist2h3c1"	-0.538758857894382
