Gene	
"Vtcn1"	0.494744415529712
"H2-Q2"	0.370787316151972
"Cldn8"	0.36832453433652
"Cntnap2"	0.332996622402023
"Alcam"	0.318156542674455
"Sele"	0.299529150127461
"Cadm1"	0.288286186205587
"Cldn23"	0.258850804893824
"Lrrc4"	0.241931660624937
"H2-T22"	0.222951671367652
"Cldn7"	0.219131075616382
"H2-Q10"	0.219041563818062
"Icam2"	0.191049400135961
"F11r"	0.189426694465415
"Nectin3"	0.189421009887301
"H2-Aa"	-0.188453360037266
"H2-Eb1"	-0.189767607245814
"Itga8"	-0.193858507381125
"Ntng1"	-0.196033330746863
"Itgb1"	-0.196169023478173
"Itgav"	-0.197399912123129
"H2-Ab1"	-0.205586087215428
"Cd276"	-0.209319513142468
"Glg1"	-0.220018211562172
"Itgb8"	-0.225278581451273
"Jam2"	-0.231972159184348
"Neo1"	-0.236869945970419
"Itgb2"	-0.238433374614878
"Selp"	-0.255599033481903
"Mpzl1"	-0.257204780193465
"Itga4"	-0.26178706943865
"Pecam1"	-0.291215218147986
"H2-T24"	-0.300311417872431
"Cntnap1"	-0.301247105132912
"Siglec1"	-0.30735617203788
"Ntng2"	-0.31331911987721
"Nlgn2"	-0.321631927663697
"Itga9"	-0.397269223293364
"Ptprc"	-0.424996583314638
"Vcan"	-0.779034308023992
