Gene	
"Smad4"	0.432568554793215
"Rras2"	0.412938157371038
"Kras"	0.318523429701593
"Hras"	0.307455566246994
"Smad2"	0.250150336546773
"Gnai3"	0.227728639434696
"Rps6"	0.227715885242202
"Pde3b"	0.225117093101401
"Nras"	0.222664684439942
"Ctgf"	0.189153743091006
"Mef2d"	-0.208298791045984
"Adcy9"	-0.221074231454771
"Ryr3"	-0.25372245416292
"Plat"	-0.253915630016146
"Prkaa2"	-0.266902157036746
"Hdac4"	-0.269182938169449
"Sphk2"	-0.275769100381055
"Gngt2"	-0.294814543296459
"Aplnr"	-0.301866770242891
"Gnb4"	-0.305899493523205
"Gng8"	-0.307693767287337
"Smad3"	-0.311951536766439
"Ppargc1a"	-0.316890923210176
"Gng7"	-0.325460762251565
"Hdac5"	-0.326656420985861
"Slc8a1"	-0.335070618261699
"Pik3r5"	-0.406623172064357
"Adcy7"	-0.490156456070389
