Gene	
"Grin1"	0.550611865263864
"Ptger3"	0.351423340525776
"Cacna1b"	0.29742714777968
"Ppp3r1"	0.257463724006063
"Atp2b3"	0.231041292515803
"Plce1"	0.209053932486251
"Gna14"	0.206247603100773
"Vdac1"	0.206064176140129
"Tacr2"	0.200909520383813
"Phka2"	0.193383052454683
"Slc25a5"	0.188540221689002
"Tnnc2"	0.18653575511603
"Cacna1c"	-0.186651374177328
"Tacr1"	-0.197836495497477
"Atp2b4"	-0.201492325873425
"P2rx7"	-0.218235075901208
"Adcy9"	-0.221074231454771
"Tpcn1"	-0.22336795978035
"Bdkrb2"	-0.224620815401252
"P2rx1"	-0.224910637368801
"Chrm3"	-0.225269425406191
"Cysltr1"	-0.233778334954959
"F2r"	-0.234454925877195
"Cacna1h"	-0.249608216326297
"Ryr3"	-0.25372245416292
"Ptafr"	-0.256271824659686
"Tpcn2"	-0.265511363222798
"Sphk2"	-0.275769100381055
"Ptger1"	-0.299934347243607
"P2rx5"	-0.323459222777819
"Slc8a1"	-0.335070618261699
"Avpr1a"	-0.362591004430874
"Cacna1g"	-0.373805234922768
"Grin2d"	-0.407101499109319
"Cd38"	-0.465039950891396
"Pdgfrb"	-0.487130813597031
"Adcy7"	-0.490156456070389
"Pdgfra"	-0.707718917388833
