Gene	
"Acat2"	0.591198750527157
"Gldc"	0.382146499119355
"Psat1"	0.325305226143455
"Suclg2"	0.318773512735947
"Aco1"	0.306581956244204
"G6pdx"	0.30263872975538
"Phgdh"	0.3024570279422
"Me2"	0.28780087587684
"Me1"	0.268501433061214
"Aldoc"	0.264406343460508
"Pgp"	0.258793345610602
"Gpt2"	0.247956231984971
"Acss2"	0.220562776560473
"Aldh6a1"	0.215312042469183
"Tkt"	0.210395587087205
"Pgls"	0.190335514328766
"Gcsh"	0.188283738945389
"Pccb"	0.188102086808641
"Got1"	0.186767507447765
"Gpt"	-0.187055043660708
"Acss1"	-0.220539392611134
"Fbp1"	-0.243258632574153
"Pfkp"	-0.253731596891458
"Hk2"	-0.613717912692583
