Gene	
"Tubb2b"	0.702649210154703
"Tubb2a"	0.505306743831963
"H2-Q2"	0.370787316151972
"Tuba1a"	0.30437163815274
"Tubb4b"	0.269074763818569
"Atp6v0e2"	0.257129779721753
"Ncf1"	0.24838778809966
"H2-T22"	0.222951671367652
"Tuba1b"	0.219338624600941
"H2-Q10"	0.219041563818062
"Sec61g"	0.205869213403476
"Atp6v1g1"	0.199916379610516
"Rab5a"	0.19648121401503
"H2-Aa"	-0.188453360037266
"H2-Eb1"	-0.189767607245814
"Clec7a"	-0.192715414512628
"Itgb1"	-0.196169023478173
"Itgav"	-0.197399912123129
"Tlr4"	-0.203444039851368
"H2-Ab1"	-0.205586087215428
"Sec61a2"	-0.220041186179127
"Calr"	-0.224585156336279
"Cd209c"	-0.235748560908742
"Itgb2"	-0.238433374614878
"Tlr2"	-0.242233233851155
"Scarb1"	-0.24650655835661
"Tcirg1"	-0.248137968595643
"Thbs3"	-0.260287795189706
"C1ra"	-0.284505529558301
"H2-T24"	-0.300311417872431
"Fcgr1"	-0.318384415173196
"Cd209a"	-0.344501989487355
"Itga5"	-0.352151735545926
"Fcgr2b"	-0.352808538880193
"Colec12"	-0.374999718128421
"Mrc2"	-0.456915458500959
"Thbs2"	-0.524423968101857
"Mrc1"	-0.528558659922913
