Gene	
"Atp1b1"	0.942340552592407
"Ace2"	0.404749983515034
"Slc38a2"	0.305854151023145
"Col17a1"	0.257057638705075
"Kcnn4"	0.191902337485598
"Eln"	-0.206732819210054
"Col6a5"	-0.252240774693251
"Col7a1"	-0.274074998042887
"Xpnpep2"	-0.321630967579006
"Slc8a1"	-0.335070618261699
"Col3a1"	-0.342114968154115
"Col15a1"	-0.37064375503036
"Col6a1"	-0.383091428798631
"Col6a2"	-0.385860825907063
"Slc16a10"	-0.387335252095936
"Col4a2"	-0.393268738772452
"Col4a1"	-0.401794260138309
"Col14a1"	-0.420692697165437
"Col5a3"	-0.434407560366534
"Col1a2"	-0.453581146036648
"Col12a1"	-0.463468395963333
"Col5a1"	-0.483717086846465
"Col5a2"	-0.487839299516461
"Col27a1"	-0.496949580441313
"Col11a1"	-0.534585132507009
"Col1a1"	-0.535420258330808
"Slc7a8"	-0.598281385717281
"Col6a3"	-0.661649931929656
